 
27-02-2010 23:40:09 | POST protect | IP: 92.158.199.225 ] | DNS: ARennes-554-1-165-225.w92-158.abo.wanadoo.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; fr; rv:1.9.2) Gecko/20100115 Firefox/3.6 | URL: /parweb/pwbcms/admin:module/add/ | Referer: http://www.parweb.fr/parweb/pwbcms/admin:module/add/
6-02-2011 08:38:10 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

6-02-2011 11:23:14 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

6-02-2011 11:38:09 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

6-02-2011 14:23:23 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

6-02-2011 14:38:14 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

6-02-2011 17:23:32 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

6-02-2011 17:38:17 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

6-02-2011 20:23:42 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

6-02-2011 20:38:27 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

6-02-2011 23:23:53 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

6-02-2011 23:38:38 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 02:24:03 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 02:38:48 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 05:24:19 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 05:39:00 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 08:24:38 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 08:39:16 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 08:50:36 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:31:17 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:43:37 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:43:57 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:44:36 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:46:27 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:46:38 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:47:45 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:48:06 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:51:35 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:53:43 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:55:22 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 10:57:54 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:01:31 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:02:18 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:03:41 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:04:03 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:04:54 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:06:44 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:13:16 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:23:16 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:24:46 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 11:26:47 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:30:17 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:31:24 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:36:39 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:37:50 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:38:45 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:39:21 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 11:40:05 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 11:41:03 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:6/

7-02-2011 14:24:55 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 14:39:29 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 17:25:04 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 17:39:29 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 20:25:13 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

7-02-2011 20:56:59 | POST protect | IP: 82.125.251.245 ] | DNS: ABordeaux-253-1-44-245.w82-125.abo.wanadoo.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/page/edit/page_id:6/ | Referer: no referer

7-02-2011 20:57:20 | POST protect | IP: 82.125.251.245 ] | DNS: ABordeaux-253-1-44-245.w82-125.abo.wanadoo.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/page/edit/page_id:6/ | Referer: no referer

7-02-2011 21:58:36 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

7-02-2011 23:36:49 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 01:38:05 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 02:10:25 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 04:31:45 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 06:12:57 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 07:31:58 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 09:13:05 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 10:05:30 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://parweb.fr/twirling/page/edit/page_id:6/

8-02-2011 10:05:42 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:6/ | Referer: http://parweb.fr/twirling/page/edit/page_id:6/

8-02-2011 10:32:06 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 12:13:14 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 13:32:06 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 14:14:52 | URL protect | IP: 147.210.179.68 ] | DNS: nocat-out.u-bordeaux.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/photo/resize/?http://www.parweb.fr/twirling/app/module/photo/upload/1297168832-937896-04-m-e-34-pqs-nA-0.000.199.jpg | Referer: no referer

8-02-2011 14:15:12 | URL protect | IP: 147.210.179.68 ] | DNS: nocat-out.u-bordeaux.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/photo/resize/?http://www.parweb.fr/twirling/app/module/photo/upload/1297168832-937896-04-m-e-34-pqs-nA-0.000.199.jpg | Referer: no referer

8-02-2011 14:15:24 | URL protect | IP: 147.210.179.68 ] | DNS: nocat-out.u-bordeaux.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/photo/resize/?img=http://www.parweb.fr/twirling/app/module/photo/upload/1297168832-937896-04-m-e-34-pqs-nA-0.000.199.jpg | Referer: no referer

8-02-2011 15:13:16 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 16:32:15 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 17:15:02 | IPs Spam list | IP: 209.85.226.84 ] | DNS: 209.85.226.84 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=15463494392920556171) | URL: /twirling/actu/rss/.xml | Referer: no referer

8-02-2011 17:15:11 | IPs Spam list | IP: 209.85.228.81 ] | DNS: 209.85.228.81 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=6936858305319134129) | URL: /twirling/actu/rss/plop.xml | Referer: no referer

8-02-2011 18:02:54 | IPs Spam list | IP: 209.85.228.84 ] | DNS: 209.85.228.84 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 18:13:23 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 18:20:05 | IPs Spam list | IP: 217.128.221.99 ] | DNS: LSt-Amand-152-31-26-99.w217-128.abo.wanadoo.fr | Agent: Opera/9.80 (Windows NT 6.1; U; fr) Presto/2.7.62 Version/11.01 | URL: /twirling/actu/rss/ | Referer: http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.parweb.fr%2Ftwirling%2Factu%2Frss%2F&h=352a3

8-02-2011 19:32:24 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

8-02-2011 20:50:24 | IPs Spam list | IP: 213.44.181.14 ] | DNS: i03v-213-44-181-14.d4.club-internet.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; fr; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 | URL: /twirling/actu/rss/ | Referer: http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.parweb.fr%2Ftwirling%2Factu%2Frss%2F&h=01ee5

8-02-2011 20:52:04 | IPs Spam list | IP: 209.85.228.83 ] | DNS: 209.85.228.83 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 21:13:31 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

8-02-2011 22:32:33 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

